name,fullName,parkCode,parkID,designation,description,latitude,longitude,city,stateCode,postalCode,exceptionType,startDate,endDate
Tonto,Tonto National Monument,tont,69C5BC24-3065-401D-86C2-3FAC411E1327,National Monument,"Located within the northern range of the Sonoran Desert lie two cliff dwellings that were occupied from 1300-1450 CE (common era). They represent a vibrant culture consisting of local and immigrant groups that lived in the Tonto Basin. Together they formed a new ideology, which archeologists refer to as Salado. Today, descendants of the cliff dwellers continue to call Arizona home.",33.64842945,-111.1135627,Roosevelt,AZ,85545,Closed Thanksgiving Day,2025-11-27,2025-11-27
Tonto,Tonto National Monument,tont,69C5BC24-3065-401D-86C2-3FAC411E1327,National Monument,"Located within the northern range of the Sonoran Desert lie two cliff dwellings that were occupied from 1300-1450 CE (common era). They represent a vibrant culture consisting of local and immigrant groups that lived in the Tonto Basin. Together they formed a new ideology, which archeologists refer to as Salado. Today, descendants of the cliff dwellers continue to call Arizona home.",33.64842945,-111.1135627,Roosevelt,AZ,85545,Closed December 25,2025-12-25,2025-12-25
Tonto,Tonto National Monument,tont,69C5BC24-3065-401D-86C2-3FAC411E1327,National Monument,"Located within the northern range of the Sonoran Desert lie two cliff dwellings that were occupied from 1300-1450 CE (common era). They represent a vibrant culture consisting of local and immigrant groups that lived in the Tonto Basin. Together they formed a new ideology, which archeologists refer to as Salado. Today, descendants of the cliff dwellers continue to call Arizona home.",33.64842945,-111.1135627,Roosevelt,AZ,85545,Closed New Year's Day,2026-01-01,2026-01-01
Tonto,Tonto National Monument,tont,69C5BC24-3065-401D-86C2-3FAC411E1327,National Monument,"Located within the northern range of the Sonoran Desert lie two cliff dwellings that were occupied from 1300-1450 CE (common era). They represent a vibrant culture consisting of local and immigrant groups that lived in the Tonto Basin. Together they formed a new ideology, which archeologists refer to as Salado. Today, descendants of the cliff dwellers continue to call Arizona home.",33.64842945,-111.1135627,Roosevelt,AZ,85545,Open Juneteenth,2026-06-19,2026-06-19
Tonto,Tonto National Monument,tont,69C5BC24-3065-401D-86C2-3FAC411E1327,National Monument,"Located within the northern range of the Sonoran Desert lie two cliff dwellings that were occupied from 1300-1450 CE (common era). They represent a vibrant culture consisting of local and immigrant groups that lived in the Tonto Basin. Together they formed a new ideology, which archeologists refer to as Salado. Today, descendants of the cliff dwellers continue to call Arizona home.",33.64842945,-111.1135627,Roosevelt,AZ,85545,Open Independence Day,2026-07-04,2026-07-04
Tule Lake,Tule Lake National Monument,tule,C315119F-1597-4C44-A8FA-60D707730FF0,National Monument,"Tule Lake National Monument includes both Tule Lake Segregation Center, the largest and most controversial of the sites where Japanese Americans were incarcerated during World War II, and Camp Tulelake, which was first a Civilian Conservation Corps camp, then an additional facility to detain Japanese Americans, and finally a prisoner of war camp.",41.88727902,-121.3744818,Tuelake,CA,96134,Winter Season,2025-10-04,2026-05-26
Tumacácori,Tumacácori National Historical Park,tuma,59E30CB1-C2C3-4444-BCA9-29B0FE16DCCD,National Historical Park,"Tumacácori sits at a cultural crossroads in the Santa Cruz River valley. Here O’odham, Yaqui, and Apache people met and mingled with European Jesuit and Franciscan missionaries, settlers, and soldiers, sometimes in conflict and sometimes in cooperation. Follow the timeworn paths and discover stories that connect us to enduring relationships, vibrant cultures, and traditions of long ago.",31.567824,-111.051223,Tumacacori,AZ,85640,Closed Thanksgiving Day,2025-11-27,2025-11-27
Tumacácori,Tumacácori National Historical Park,tuma,59E30CB1-C2C3-4444-BCA9-29B0FE16DCCD,National Historical Park,"Tumacácori sits at a cultural crossroads in the Santa Cruz River valley. Here O’odham, Yaqui, and Apache people met and mingled with European Jesuit and Franciscan missionaries, settlers, and soldiers, sometimes in conflict and sometimes in cooperation. Follow the timeworn paths and discover stories that connect us to enduring relationships, vibrant cultures, and traditions of long ago.",31.567824,-111.051223,Tumacacori,AZ,85640,Closed Christmas Day,2025-12-25,2025-12-25
Tuskegee Airmen,Tuskegee Airmen National Historic Site,tuai,5AAB8CB5-2F62-4BD7-82D1-E19963FA94C1,National Historic Site,"Before the first African American military pilots became known as the ""Red Tails"" they wore striped tails as they began their flight training in the Army's PT-17 Stearman bi-plane. Their flying adventure started at Moton Field, in Tuskegee, Alabama, where the Army Air Corps conducted a military test to determine if African Americans could be trained to fly combat aircraft.",32.45538671,-85.67983321,Tuskegee,AL,36083,Park is closed Thanksgiving Day.,2025-11-27,2025-11-27
Tuskegee Airmen,Tuskegee Airmen National Historic Site,tuai,5AAB8CB5-2F62-4BD7-82D1-E19963FA94C1,National Historic Site,"Before the first African American military pilots became known as the ""Red Tails"" they wore striped tails as they began their flight training in the Army's PT-17 Stearman bi-plane. Their flying adventure started at Moton Field, in Tuskegee, Alabama, where the Army Air Corps conducted a military test to determine if African Americans could be trained to fly combat aircraft.",32.45538671,-85.67983321,Tuskegee,AL,36083,Park is Closed Christmas Day.,2025-12-25,2025-12-25
Tuskegee Airmen,Tuskegee Airmen National Historic Site,tuai,5AAB8CB5-2F62-4BD7-82D1-E19963FA94C1,National Historic Site,"Before the first African American military pilots became known as the ""Red Tails"" they wore striped tails as they began their flight training in the Army's PT-17 Stearman bi-plane. Their flying adventure started at Moton Field, in Tuskegee, Alabama, where the Army Air Corps conducted a military test to determine if African Americans could be trained to fly combat aircraft.",32.45538671,-85.67983321,Tuskegee,AL,36083,Park is closed New Year's Day.,2026-01-01,2026-01-01
Tuzigoot,Tuzigoot National Monument,tuzi,64B7871C-C058-45BA-BB7C-D3EAD50B23E8,National Monument,"Water flows under and through this landscape, feeding the growth of people and towns. The Verde Valley is watered by snowmelt, summer monsoons, and springs that well up from the ancient sedimentary rocks. In the heart of the valley, a thousand years ago, people began to build a little hilltop pueblo that would grow into one of the largest villages in the area.",34.77296377,-112.0279069,Clarkdale,AZ,86324,Federal Government Shutdown,2026-10-01,2026-10-31
Tuzigoot,Tuzigoot National Monument,tuzi,64B7871C-C058-45BA-BB7C-D3EAD50B23E8,National Monument,"Water flows under and through this landscape, feeding the growth of people and towns. The Verde Valley is watered by snowmelt, summer monsoons, and springs that well up from the ancient sedimentary rocks. In the heart of the valley, a thousand years ago, people began to build a little hilltop pueblo that would grow into one of the largest villages in the area.",34.77296377,-112.0279069,Clarkdale,AZ,86324,Closed Thanksgiving Day,2025-11-27,2025-11-27
Tuzigoot,Tuzigoot National Monument,tuzi,64B7871C-C058-45BA-BB7C-D3EAD50B23E8,National Monument,"Water flows under and through this landscape, feeding the growth of people and towns. The Verde Valley is watered by snowmelt, summer monsoons, and springs that well up from the ancient sedimentary rocks. In the heart of the valley, a thousand years ago, people began to build a little hilltop pueblo that would grow into one of the largest villages in the area.",34.77296377,-112.0279069,Clarkdale,AZ,86324,Closed December 25th,2025-12-25,2025-12-25
Tuzigoot,Tuzigoot National Monument,tuzi,64B7871C-C058-45BA-BB7C-D3EAD50B23E8,National Monument,"Water flows under and through this landscape, feeding the growth of people and towns. The Verde Valley is watered by snowmelt, summer monsoons, and springs that well up from the ancient sedimentary rocks. In the heart of the valley, a thousand years ago, people began to build a little hilltop pueblo that would grow into one of the largest villages in the area.",34.77296377,-112.0279069,Clarkdale,AZ,86324,Closed New Year's Day,2026-01-01,2026-01-01
Ulysses S Grant,Ulysses S Grant National Historic Site,ulsg,89303609-703C-43CB-BA65-5BB96C3698C2,National Historic Site,"Ulysses S. Grant is known as the victorious Civil War general who saved the Union and the 18th President of the United States. He first met Julia Dent, his future wife, at her family home, named White Haven. From 1854 to 1859 the Dents, Grants and an enslaved African-American workforce lived on the property.",38.55182374,-90.35169255,St. Louis,MO,63123,Closed Thanksgiving,2025-11-27,2025-11-27
Ulysses S Grant,Ulysses S Grant National Historic Site,ulsg,89303609-703C-43CB-BA65-5BB96C3698C2,National Historic Site,"Ulysses S. Grant is known as the victorious Civil War general who saved the Union and the 18th President of the United States. He first met Julia Dent, his future wife, at her family home, named White Haven. From 1854 to 1859 the Dents, Grants and an enslaved African-American workforce lived on the property.",38.55182374,-90.35169255,St. Louis,MO,63123,Closed December 24,2025-12-24,2025-12-24
Ulysses S Grant,Ulysses S Grant National Historic Site,ulsg,89303609-703C-43CB-BA65-5BB96C3698C2,National Historic Site,"Ulysses S. Grant is known as the victorious Civil War general who saved the Union and the 18th President of the United States. He first met Julia Dent, his future wife, at her family home, named White Haven. From 1854 to 1859 the Dents, Grants and an enslaved African-American workforce lived on the property.",38.55182374,-90.35169255,St. Louis,MO,63123,Closed December 25,2025-12-25,2025-12-25
Ulysses S Grant,Ulysses S Grant National Historic Site,ulsg,89303609-703C-43CB-BA65-5BB96C3698C2,National Historic Site,"Ulysses S. Grant is known as the victorious Civil War general who saved the Union and the 18th President of the United States. He first met Julia Dent, his future wife, at her family home, named White Haven. From 1854 to 1859 the Dents, Grants and an enslaved African-American workforce lived on the property.",38.55182374,-90.35169255,St. Louis,MO,63123,Closed New Year's Day,2026-01-01,2026-01-01
Valles Caldera,Valles Caldera National Preserve,vall,8908E0CA-3603-4578-B957-837F9813E6D5,National Preserve,"About 1.2 million years ago, a spectacular volcanic eruption created a 14-mile-wide circular depression in the earth now known as Valles Caldera. The preserve is known for its huge mountain meadows, abundant wildlife, and meandering streams. The area also preserves the homeland of ancestral native peoples and embraces a rich ranching history.",35.91682872,-106.5195724,Jemez Springs,NM,87025,Memorial Day,2026-05-29,2026-05-29
Valles Caldera,Valles Caldera National Preserve,vall,8908E0CA-3603-4578-B957-837F9813E6D5,National Preserve,"About 1.2 million years ago, a spectacular volcanic eruption created a 14-mile-wide circular depression in the earth now known as Valles Caldera. The preserve is known for its huge mountain meadows, abundant wildlife, and meandering streams. The area also preserves the homeland of ancestral native peoples and embraces a rich ranching history.",35.91682872,-106.5195724,Jemez Springs,NM,87025,Columbus Day Closed,2026-10-13,2026-10-13
